longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Unnamed: 8,ocean_proximity,median_house_value,,median_house_value
-118.48,34.27,34,1231,222,702,222,4.9323,,<1H OCEAN,218609,,223700
-117.14,33.81,13,4496,756,2044,695,3.2778,,INLAND,132667,,148800
-116.9,33.03,11,3213,634,1975,579,3.475,,<1H OCEAN,165540,,167200
-118.43,33.97,16,70,7,17,4,7.7197,,<1H OCEAN,383920.3,,500001
-120.95,37.57,29,1179,249,672,243,3.1125,,INLAND,121935,,154800
-121.16,39.18,14,1006,187,462,185,3.1042,,INLAND,140605,,152000
-116.3,33.68,10,2387,481,863,304,2.8882,,INLAND,139860,,137500
-122.05,37.94,22,4162,1194,1804,1185,2.5459,,NEAR BAY,159599,,179300
-121.01,37.65,47,1713,334,570,297,2.1969,,INLAND,95629,,149400
-117.17,32.7,33,4084,897,1804,833,4.0488,,NEAR OCEAN,197676.02,,409700
-118.83,35.2,17,1959,484,1763,453,2.1357,,INLAND,70252,,53500
-118.27,34.07,32,1657,579,2071,598,2.1135,,<1H OCEAN,177692,,152500
-118.21,33.82,34,1719,398,1444,372,2.8438,,NEAR OCEAN,159998,,139300
-120.99,39.2,15,2993,562,1296,518,3.3009,,INLAND,131171,,156800
-117.05,32.95,17,3039,555,1297,552,3.9531,,<1H OCEAN,180762,,178600
-122.55,37.92,52,2303,350,859,359,6.1085,,NEAR BAY,391526.08,,500001
-117.29,34.14,45,1598,314,771,319,2.5417,,INLAND,81932,,82900
-117.19,32.81,33,5226,833,2221,839,5.1491,,NEAR OCEAN,243680.01,,207000
-122.22,37.82,39,2492,310,808,315,11.8603,,NEAR BAY,497318.98,,500001
-117.68,34,5,3761,580,2335,648,5.7338,,INLAND,233015,,225400
-118.19,33.78,29,1013,392,1083,316,1.8438,,NEAR OCEAN,120637,,162500
-121.43,37.73,40,1718,391,1312,388,2.9955,,INLAND,115208,,134700
-121.28,38.75,52,493,89,189,94,2.108,,INLAND,130972,,83800
-121.02,38.66,4,7392,1155,3096,1065,4.5246,,INLAND,183248,,198900
-122.42,37.75,52,2164,533,1122,469,3.2632,,NEAR BAY,319136,,306000
-121.14,37.48,6,1772,332,1011,331,3.7045,,INLAND,152351,,128100
-122.03,37.91,29,5438,871,2310,890,5.0362,,NEAR BAY,246074,,275300
-118.09,34.57,4,9761,1683,4970,1535,4.5266,,INLAND,143044,,142900
-118.1,33.85,28,2825,470,1352,469,5.2639,,<1H OCEAN,235703,,242000
-122.17,37.75,48,1751,390,935,349,1.4375,,NEAR BAY,108150,,90000
-121.69,38.87,38,412,93,304,95,2.6597,,INLAND,122804,,86000
-117.4,33.97,38,1383,238,649,232,5.0194,,INLAND,190490.01,,148900
-117.91,33.84,26,1156,393,1880,400,2.2716,,<1H OCEAN,158180,,350000
-116.21,33.66,19,1596,295,1201,282,3.8846,,INLAND,111050,,100900
-121.56,38.26,43,1906,327,996,314,2.9744,,INLAND,102829,,136800
-118.52,34.2,37,1795,346,1082,354,4.9102,,<1H OCEAN,233103,,207200
-121.96,37.84,29,7479,977,2744,943,7.5139,,INLAND,347159.04,,398200
-117,32.76,31,1989,280,805,301,6.5645,,<1H OCEAN,331055.11,,189100
-122.16,37.77,39,1583,349,857,316,3.0958,,NEAR BAY,141002,,145800
-121.95,37.26,10,3611,803,1599,716,5.2,,<1H OCEAN,266778,,248700
-117.97,34.14,15,3595,964,1839,877,2.6014,,INLAND,129631,,150300
-118.34,34.05,39,975,292,723,285,2.2725,,<1H OCEAN,207654.01,,140600
-117.23,33.16,2,4624,946,2091,808,3.6736,,NEAR OCEAN,232601.03,,214500
-118.21,33.82,33,1278,311,1157,320,3.5054,,NEAR OCEAN,178709,,146800
-117.94,33.71,18,3695,602,1779,572,5.9449,,<1H OCEAN,267986,,276500
-121.71,37.99,27,3861,718,2085,707,3.3558,,INLAND,143210,,129700
-118.42,34.15,48,680,131,268,126,4.615,,<1H OCEAN,351755.01,,371400
-117.89,34.1,27,3341,728,1762,679,2.9437,,<1H OCEAN,193871,,180400
-121.93,37.28,34,2422,370,1010,395,5.6494,,<1H OCEAN,283767,,376200
-120.02,39.24,22,2309,571,919,342,3.0057,,INLAND,112253,,93600
-119.06,34.22,13,4175,1321,2257,1271,3.1446,,<1H OCEAN,219890,,177100
-121.89,38.02,36,2707,550,1827,545,3.3371,,INLAND,118236,,94600
-117.85,33.77,23,5928,1204,3570,1150,4.0398,,<1H OCEAN,218370,,233100
-121.34,38.44,14,3205,465,1439,456,5.7452,,INLAND,217958,,240900
-121.04,37.65,8,1959,379,995,365,3.3567,,INLAND,142925,,129100
-121.92,36.56,40,2124,449,643,341,5.5164,,NEAR OCEAN,341078.01,,369100
-118.36,33.99,35,3702,648,1449,614,5.3194,,<1H OCEAN,343390.14,,313700
-118.07,33.8,34,3486,507,1311,503,7.1221,,<1H OCEAN,430065.49,,384500
-117.98,33.71,26,1905,373,1098,368,4.8611,,<1H OCEAN,219874,,229600
-118.62,34.22,33,1636,275,866,289,5.6356,,<1H OCEAN,263410,,241300
-118.4,34.19,35,1631,356,862,368,3.6007,,<1H OCEAN,208346,,261800
-120.6,37.35,19,3874,676,2441,707,3.2955,,INLAND,116858,,88600
-118.52,34.3,17,4542,621,2144,597,8.8467,,<1H OCEAN,443167.27,,450700
-117.26,33.19,2,2629,509,1044,522,4.2361,,NEAR OCEAN,290150.19,,158500
-121.07,38.9,52,1280,281,523,266,1.7375,,INLAND,85503,,122200
-120.23,37.98,14,1954,368,917,316,3.1523,,INLAND,116215,,93300
-118.34,34.06,52,2089,309,883,281,7.4574,,<1H OCEAN,474752.56,,500001
-118.14,33.96,34,2744,541,1333,503,4.0536,,<1H OCEAN,215673,,277200
-119.73,36.74,14,6202,1551,5561,1435,1.6073,,INLAND,79255,,64700
-118.35,34.04,49,1104,266,668,297,3.0856,,<1H OCEAN,234333.02,,151600
-122.1,37.66,37,901,191,599,206,3.7303,,NEAR BAY,175900.01,,149700
-122.37,37.81,26,5416,1045,4531,962,2.7909,,NEAR BAY,193817.01,,250000
-118.33,34.05,45,1707,519,1446,466,2.1736,,<1H OCEAN,188745.01,,171300
-118.17,33.77,38,2239,721,984,684,2.346,,NEAR OCEAN,255699.01,,165600
-121.71,36.88,19,2528,554,2332,492,3.7766,,<1H OCEAN,195077.01,,177000
-118.94,35.39,27,3074,452,1223,452,5.4592,,INLAND,169689,,139100
-117.68,34.09,22,1547,334,773,316,2.9812,,INLAND,129368,,148800
-121.05,39.23,20,1634,374,1053,390,1.5313,,INLAND,73980,,154900
-117.65,34.07,35,2501,651,1182,591,1.4464,,INLAND,94410,,113200
-120.85,37.5,52,1724,352,922,348,1.7227,,INLAND,83213,,85700
-118.35,33.99,45,1764,401,679,334,3.2021,,<1H OCEAN,189521,,222100
-122.26,37.81,29,335,107,202,91,2.0062,,NEAR BAY,119827,,125000
-117.11,32.69,37,2395,627,2489,599,1.5933,,NEAR OCEAN,94542,,86300
-121.28,37.95,49,1200,364,1448,318,1.1094,,INLAND,67886,,52500
-119.29,36.55,21,2467,520,1721,515,2.5521,,INLAND,82632,,65600
-119.34,36.3,13,2394,458,1177,389,2.6875,,INLAND,89334,,74400
-120.54,38.41,21,1435,294,668,267,2.5667,,INLAND,117822,,77400
-118.21,33.88,29,1976,444,1254,371,2.1782,,<1H OCEAN,151544.01,,126800
-117.03,34.02,26,3909,670,1884,665,4.1361,,INLAND,137630,,121000
-122.34,37.97,19,392,109,287,81,6.0426,,NEAR BAY,278813,,110000
-118.39,37.37,25,3295,824,1477,770,1.8325,,INLAND,94277,,105800
-122.33,37.95,45,1585,329,981,373,3.0313,,NEAR BAY,134854,,135800
-116.42,33.79,12,7095,1260,1179,570,4.9444,,INLAND,163760,,285000
-117.92,33.65,20,1391,393,856,360,3.184,,<1H OCEAN,216473.01,,220000
-121.18,38.73,16,1584,264,613,226,6.0302,,INLAND,214315,,273100
-118.2,33.99,35,1608,465,2140,488,3.1979,,<1H OCEAN,163283,,154700
-121.44,36.84,7,1644,338,1143,331,4.005,,INLAND,165440,,180400
-122.3,38.3,21,1108,269,524,274,2.7619,,NEAR BAY,120405,,154600
-118.51,34.18,37,1893,365,911,324,4.8036,,<1H OCEAN,254578,,295300
-121.62,39.09,21,2693,481,1337,435,3.8534,,INLAND,130681,,99700
-122.14,37.72,39,786,132,288,132,3.5156,,NEAR BAY,181240,,218900
-118.32,34.16,46,2345,453,1031,427,4.3173,,<1H OCEAN,320765.02,,278300
-118.6,37.39,19,2682,518,1134,399,3.2132,,INLAND,113466,,166000
-121.07,40.85,17,976,202,511,175,3.6641,,INLAND,134339,,80800
-122.18,37.7,35,2562,554,1398,525,3.3906,,NEAR BAY,178204,,178900
-121.9,36.93,22,7281,1233,1849,832,5.3276,,NEAR OCEAN,318853.04,,335500
-117.12,32.76,27,1426,364,792,353,2.0673,,NEAR OCEAN,138270,,118800
-118.26,33.88,39,1756,320,1055,322,3.2375,,<1H OCEAN,163677,,105200
-118.34,34.1,28,2223,752,1271,684,2.5434,,<1H OCEAN,326054.21,,232100
-117.13,32.74,50,1527,338,728,322,2.625,,NEAR OCEAN,168898.01,,203200
-119.64,36.85,15,2397,353,1258,347,4.9904,,INLAND,120259,,157300
-122.14,37.7,36,1266,228,606,239,3.9702,,NEAR BAY,189480,,194100
-117.88,33.89,18,1616,532,866,496,3.6435,,<1H OCEAN,226172.02,,119100
-118.33,33.86,36,854,160,473,150,6.3992,,<1H OCEAN,305425.02,,259600
-120.7,36.99,32,320,73,222,78,2.9271,,INLAND,115256,,87500
-118.49,34.07,36,2929,366,1054,352,13.5728,,<1H OCEAN,500001,,500001
-117.31,34.13,35,1622,393,1296,362,1.9286,,INLAND,70351,,68500
-118.07,33.88,16,4934,825,2668,810,5.748,,<1H OCEAN,289475.02,,284200
-119.19,34.46,39,2056,381,939,371,6.6257,,<1H OCEAN,449898.52,,427600
-122.23,37.84,50,2515,399,970,373,5.8596,,NEAR BAY,365954.06,,327600
-117.93,33.61,27,1806,465,791,358,3.8125,,<1H OCEAN,319127.22,,366700
-117.42,33.96,33,2275,469,1691,459,2.7452,,INLAND,102502,,98100
-118.99,35.39,36,1438,348,1054,341,1.8319,,INLAND,63245,,55400
-122.24,37.47,36,2021,433,1117,432,3.929,,NEAR OCEAN,333412.03,,303100
-118.09,34.12,38,1713,285,779,286,5.6152,,<1H OCEAN,293245,,359900
-121.86,37.4,19,4043,764,2196,708,6.1504,,<1H OCEAN,294814.03,,268400
-117.17,32.77,35,1399,274,695,281,3.767,,NEAR OCEAN,201563.01,,166800
-122.04,37.62,35,899,179,455,185,4.2857,,NEAR BAY,186936,,190400
-117.97,33.89,17,1740,445,1158,412,2.8649,,<1H OCEAN,189241,,137500
-117.81,33.68,4,1545,304,788,296,4.5469,,<1H OCEAN,218847,,500001
-122.25,37.76,52,2876,648,1340,632,3.567,,NEAR BAY,243592.01,,252900
-117.09,32.76,10,1922,577,1595,545,1.5208,,NEAR OCEAN,119425,,118800
-118.43,34.23,35,1225,228,720,231,3.4013,,<1H OCEAN,185738,,176500
-121.98,37.35,41,1150,249,729,260,3.5491,,<1H OCEAN,193166,,261100
-122.49,37.63,34,696,145,398,162,3.525,,NEAR OCEAN,254080.01,,254100
-118.06,34.06,28,1778,605,2184,574,1.9189,,<1H OCEAN,167603,,165900
-120.8,38.31,37,1341,256,533,242,3.2135,,INLAND,115810,,123600
-118.26,34.06,38,715,282,1174,300,2.345,,<1H OCEAN,162985,,225000
-121.77,37.33,8,3088,474,1799,456,7.2707,,<1H OCEAN,355577.1,,355300
-117.97,33.86,34,2138,490,1682,463,3.6006,,<1H OCEAN,178793,,161700
-122.2,39.53,22,3265,658,1647,594,2.3566,,INLAND,82231,,71000
-117.93,33.87,52,950,229,429,185,2.315,,<1H OCEAN,236693.11,,182100
-121.83,37.26,11,2394,403,1393,409,5.5875,,<1H OCEAN,232819,,259300
-117.11,32.8,17,3890,586,2791,595,3.2197,,NEAR OCEAN,182120,,67500
-118.23,34.15,40,2124,370,998,372,5.3369,,<1H OCEAN,295779.01,,370400
-117.65,34.02,9,2107,411,1138,389,4.4042,,INLAND,138652,,159100
-122.48,38.51,49,1977,393,741,339,3.1312,,INLAND,136651,,247600
-118.35,33.95,30,2661,765,2324,724,3.0519,,<1H OCEAN,203054,,137500
-121.32,38.15,5,5428,994,2725,902,3.9323,,INLAND,140988,,130100
-118.25,34.13,22,2340,773,2226,754,2.5417,,<1H OCEAN,188992,,217500
-118.63,34.2,19,7411,1045,2814,950,6.7785,,<1H OCEAN,344385.05,,336100
-118.03,34.11,38,2076,361,988,332,5.9175,,INLAND,349762.03,,416900
-118.03,33.77,24,3810,579,1818,590,5.8053,,<1H OCEAN,268272,,255900
-122.11,37.43,35,3905,565,1562,553,7.313,,NEAR BAY,465820.5,,463700
-121.81,37.26,14,3379,683,1465,620,4.0547,,<1H OCEAN,234198,,236200
-117.11,32.74,33,1126,267,621,241,3.2422,,NEAR OCEAN,166315,,123100
-121.83,37.31,19,11181,1895,7817,1853,5.6058,,<1H OCEAN,284310.05,,232700
-121.92,37.64,46,1280,209,512,208,5.1406,,INLAND,278424,,315600
-121.08,38.85,10,2509,422,1037,389,6,,INLAND,234822,,220100
-121.37,38.67,36,1786,338,974,319,2.555,,INLAND,83249,,72700
-118.19,33.89,31,886,224,1154,247,2.1071,,<1H OCEAN,125173,,99500
-118.52,34.26,21,8850,2139,4717,1979,3.7816,,<1H OCEAN,207131,,254200
-121.36,38.59,32,3303,480,1185,436,5.0508,,INLAND,171625,,225700
-118.41,33.88,34,540,107,213,104,6.3403,,<1H OCEAN,356502.18,,500001
-119.34,36.33,17,2250,430,1218,468,4.1812,,INLAND,113333,,93700
-121.45,38.54,48,3421,734,1441,727,1.9485,,INLAND,82989,,86600
-117.24,32.8,26,3433,873,1492,798,2.9258,,NEAR OCEAN,208944,,234800
-117.88,33.78,26,1813,421,1235,343,3.5972,,<1H OCEAN,195540,,187500
-120.35,37.86,25,287,57,118,50,2.3056,,INLAND,111316,,162500
-118.17,33.97,31,3388,1059,3558,957,2.4049,,<1H OCEAN,153507,,159000
-118.39,34.02,45,1577,421,1042,375,3.4375,,<1H OCEAN,242037,,314500
-122.2,37.47,37,1053,266,939,267,3.1989,,NEAR BAY,187748,,320800
-118.62,34.17,34,3268,538,1463,519,6.8482,,<1H OCEAN,401605.2,,308300
-118.31,33.75,34,2338,393,1031,373,6.287,,NEAR OCEAN,363938.2,,396400
-122.26,38.11,52,1560,353,670,287,1.7411,,NEAR BAY,135776,,98400
-117.92,33.87,44,308,87,301,100,2.1991,,<1H OCEAN,167435,,191100
-122.64,38.95,28,1503,370,522,268,1.2029,,INLAND,69882,,68900
-118.29,33.82,21,4383,901,2689,913,3.4375,,<1H OCEAN,220643,,218800
-119.66,36.32,24,2652,568,1532,445,2.3256,,INLAND,73429,,56800
-118.26,33.97,52,1331,346,1144,362,1.5326,,<1H OCEAN,116797,,90600
-122.68,38.76,29,994,226,302,117,2.3125,,INLAND,111962,,67900
-117.56,34.12,4,5351,1210,2988,1101,3.7973,,INLAND,136811,,181300
-122.17,37.7,24,1755,365,952,362,4,,NEAR BAY,198236,,202600
-118.22,34.03,45,554,214,888,218,1.8125,,<1H OCEAN,148672,,139600
-118.39,34.05,42,1467,203,577,204,6.6368,,<1H OCEAN,392593.15,,500001
-123,38.51,33,1565,390,759,311,2.6726,,NEAR OCEAN,141446,,153100
-121.42,38.22,35,1507,313,868,283,2.0284,,INLAND,89177,,96300
-120.66,35.26,15,5540,1319,2383,1165,2.2656,,NEAR OCEAN,188989,,226200
-117.97,33.79,33,3268,641,1704,591,3.6849,,<1H OCEAN,196042,,211400
-117.16,32.8,25,1399,329,1308,355,2.5682,,NEAR OCEAN,168821,,187500
-118.31,34.09,36,2517,842,2446,689,2.1524,,<1H OCEAN,204332.03,,187500
-118.04,33.75,16,3757,650,1291,614,5.2001,,<1H OCEAN,279311.06,,235600
-118.03,33.92,35,2108,405,1243,394,3.6731,,<1H OCEAN,190918,,167000
-121.91,37.24,30,2327,419,1114,372,4.7279,,<1H OCEAN,282404,,272000
-117.32,34.08,41,1359,264,786,244,2.5208,,INLAND,89504,,85500
-120.8,37.61,30,918,154,469,139,3.9688,,INLAND,140740,,175000
-118.49,34.15,33,2829,360,1010,363,10.3587,,<1H OCEAN,497754.98,,500001
-118.33,33.94,31,3757,1102,3288,964,1.9309,,<1H OCEAN,158688,,137500
-122.55,37.79,32,2131,625,1229,572,2.9201,,NEAR OCEAN,267796.01,,322200
-122.34,40.63,10,2183,369,1061,325,3.6853,,INLAND,124603,,151600
-120.8,37.53,29,1162,254,726,225,2.1932,,INLAND,88856,,90600
-120.66,35.49,17,4422,945,2307,885,2.8285,,<1H OCEAN,194098,,171300
-118.17,34.09,45,1327,271,1069,284,3.3977,,<1H OCEAN,179410,,153800
-121.81,37.97,8,1584,236,615,202,6.4753,,INLAND,260433,,166800
-121.32,38.21,27,2643,467,1455,444,3.6398,,INLAND,132019,,146700
-119.79,36.79,33,3433,785,1806,783,1.9386,,INLAND,66816,,67500
-117.22,34.54,8,12526,2495,6133,2324,2.9072,,INLAND,112903,,119200
-117.96,33.9,10,2423,356,1213,347,6.5635,,<1H OCEAN,302991.02,,346900
-122.78,38.53,9,3659,652,1889,632,4.2716,,<1H OCEAN,238762,,250800
-118.3,34.18,5,5492,1549,2997,1405,3.3205,,<1H OCEAN,238302,,172100
-120.87,37.62,30,455,70,220,69,4.8958,,INLAND,158545,,142500
-121.34,38.69,17,1968,364,996,331,3.7031,,INLAND,131518,,114300
-118.19,34.12,36,2833,720,2148,709,2.7012,,<1H OCEAN,173670,,172100
-119.77,36.85,8,1519,234,711,248,5.9897,,INLAND,179914,,123600
-118.11,33.86,36,2750,487,1386,458,4.9904,,<1H OCEAN,238188.01,,221700
-118.29,33.87,32,1700,340,864,317,4.381,,<1H OCEAN,239957,,238700
-121.06,38.7,9,13255,1739,5001,1627,6.314,,INLAND,230001,,228900
-121.82,37.23,25,2349,394,1266,383,4.9688,,<1H OCEAN,213557,,233100
-121.39,38.58,36,2019,369,878,356,2.8462,,INLAND,99989,,93400
-121.26,37.96,43,527,133,367,152,2.5,,INLAND,85257,,63600
-122.18,38.49,15,1743,366,655,264,3.3393,,INLAND,129826,,146900
-117.25,32.72,36,2632,450,2038,419,6.5319,,NEAR OCEAN,378294.09,,345800
-121.93,41.86,28,4225,835,1908,686,1.74,,INLAND,70082,,44000
-122,38.73,31,371,74,208,84,3.875,,INLAND,129464,,137500
-118.32,33.98,47,949,210,574,217,2.175,,<1H OCEAN,168513.01,,114700
-122.48,37.86,52,3914,752,1177,670,6.2113,,NEAR BAY,406331.24,,500001
-122.08,37.89,39,3018,501,1223,489,6.2924,,NEAR BAY,390362.1,,283900
-117.14,32.71,34,1694,455,1467,425,2.1164,,NEAR OCEAN,130040,,139400
-118.12,33.9,38,1222,282,756,256,4.125,,<1H OCEAN,179207,,173900
-118.14,34.11,52,2742,422,1153,414,8.1124,,<1H OCEAN,495400.87,,500001
-122.31,37.91,31,1432,348,681,348,2.7243,,NEAR BAY,157796,,218100
-118,34.14,39,1302,303,800,291,3.2723,,INLAND,175415,,166900
-117.22,33.9,8,8302,1461,5155,1370,4.0467,,INLAND,132286,,121500
-118.3,33.77,18,3821,795,2831,769,2.9571,,<1H OCEAN,215726,,346200
-121.99,37.61,9,3666,711,2341,703,4.6458,,<1H OCEAN,235928.02,,217000
-122.48,37.74,52,2453,508,1056,453,3.6859,,NEAR OCEAN,323994,,311800
-117.7,33.5,4,2351,445,834,397,5.5677,,<1H OCEAN,296967,,245400
-118.07,34.17,35,2142,373,986,374,5.7051,,INLAND,264479,,326000
-121.18,38.75,16,2807,459,1201,429,4.7941,,INLAND,188178,,247600
-118.3,34.05,46,1386,457,1845,485,2.1414,,<1H OCEAN,165230,,157700
-122.36,37.72,10,479,125,355,108,2.7083,,NEAR BAY,160463,,180400
-116.48,33.8,15,3004,615,437,210,3.6667,,INLAND,164515,,90000
-122.45,37.76,52,1457,292,621,315,4.6477,,NEAR BAY,337067.08,,450000
-118.99,35.27,32,444,102,242,87,1.1528,,INLAND,77804,,150000
-117.26,33.08,12,5080,814,1958,716,5.3905,,NEAR OCEAN,253835,,299600
-117.37,33.2,19,928,317,845,319,1.6318,,NEAR OCEAN,131881,,187500
-117.79,33.69,15,1875,316,890,316,6.5783,,<1H OCEAN,292182,,244800
-122.59,38.01,35,8814,1307,3450,1258,6.1724,,NEAR BAY,338011.07,,414300
-117.11,32.7,33,1980,488,1626,428,1.4856,,NEAR OCEAN,94061,,86400
-117.65,33.53,7,6814,785,2175,681,10.49,,<1H OCEAN,469079.32,,500001
-122.4,37.79,52,1185,660,1007,623,1.4552,,NEAR BAY,282623.02,,450000
-121.4,36.85,50,2666,613,1768,555,2.6598,,INLAND,74636,,157300
-121.77,37.67,20,8068,1217,3489,1259,5.7907,,INLAND,261198,,264200
-118.15,34.16,52,1925,597,2258,594,1.6921,,<1H OCEAN,179298,,162500
-117.86,33.87,12,1600,251,685,256,5.1784,,<1H OCEAN,224697,,254000
-117.44,33.94,32,2349,452,1479,425,3.9118,,INLAND,124528,,114100
-118.16,33.89,6,1655,536,1201,487,1.7344,,<1H OCEAN,144622,,145800
-121.84,37.37,15,3315,1042,2749,1059,2.3199,,<1H OCEAN,174509,,140100
-119.61,34.43,16,2665,391,794,311,9.0267,,<1H OCEAN,438569.47,,500001
-117.52,33.82,14,3776,580,1877,559,5.1365,,INLAND,153604,,215000
-121.88,36.58,29,4910,871,3438,904,4.0432,,NEAR OCEAN,273102,,450000
-117.21,32.87,12,1428,303,528,269,4.1429,,NEAR OCEAN,265993.04,,254400
-117.91,33.83,47,504,113,375,109,3.6607,,<1H OCEAN,170834,,160600
-117.07,32.65,12,4131,891,2272,840,3.4701,,NEAR OCEAN,140362,,204900
-118.33,34.2,43,1325,254,613,248,3.6071,,<1H OCEAN,203180,,289000
-121.9,37.33,52,1009,231,929,210,2.5,,<1H OCEAN,232754.01,,162500
-122.41,37.79,52,3598,1011,2062,966,2.9871,,NEAR BAY,361536.33,,380000
-118.6,34.09,43,2228,438,960,395,7.6091,,<1H OCEAN,480085.65,,438500
-116.75,33.83,16,5277,1070,657,276,3.3333,,INLAND,151258,,143400
-121.48,38.55,52,2216,333,714,327,4.8603,,INLAND,218422.95,,191900
-118.41,34.03,36,3053,635,1234,577,5.1637,,<1H OCEAN,419180.4,,500001
-122.31,40.47,26,2723,551,1326,547,2.3594,,INLAND,82753,,66000
-118.29,34.25,8,5568,1514,3565,1374,3.0795,,<1H OCEAN,228603.01,,161500
-121.34,38.04,16,3295,565,2279,576,3.6083,,INLAND,133337,,146400
-117.24,32.8,29,3376,882,1513,843,3.101,,NEAR OCEAN,213758,,238200
-119.23,34.27,29,3298,804,1509,711,3.8125,,NEAR OCEAN,254618,,244500
-117.72,34.1,52,2867,496,978,513,3.1477,,INLAND,141670.99,,291200
-119.55,37.75,30,2165,536,1500,414,3.5391,,INLAND,112346,,55900
-121.62,39.11,11,3519,577,1459,549,4.2792,,INLAND,159786,,123800
-122.63,38.96,20,2507,577,1072,457,2.3083,,INLAND,97260,,60200
-121,37.64,52,530,177,325,158,1.1875,,INLAND,95815,,90600
-117.19,32.75,33,1115,316,583,269,2.5882,,NEAR OCEAN,181391,,258300
-118.87,34.19,23,2179,423,1338,406,5.5224,,<1H OCEAN,243501.01,,240700
-116.41,33.74,25,2475,476,910,387,3.3639,,INLAND,154475,,168800
-117.32,34.49,7,4584,1051,2049,918,1.6232,,INLAND,115549,,93400
-117.93,33.73,19,4021,557,1872,545,6.7919,,<1H OCEAN,353295.02,,295600
-117.96,33.84,31,2265,537,1617,507,3.4583,,<1H OCEAN,178488,,186300
-121.93,37.32,52,1460,492,1165,455,2.5833,,<1H OCEAN,220203.03,,167500
-118.21,34.03,52,497,132,547,121,2.2083,,<1H OCEAN,183684,,146300
-117.89,33.92,34,1473,312,1025,315,3.8333,,<1H OCEAN,175938,,170400
-117.03,32.7,19,2304,572,2010,556,2.2866,,NEAR OCEAN,121175,,109900
-123.75,40.11,35,2052,477,900,402,1.9625,,<1H OCEAN,90307,,101500
-122.16,37.73,52,2260,416,994,412,4.1164,,NEAR BAY,246524,,198200
-117.87,33.7,21,3648,654,2266,628,5.0956,,<1H OCEAN,255402,,246000
-118.18,33.91,41,1260,299,1535,322,3.0134,,<1H OCEAN,146019,,128100
-118.07,33.79,34,2473,383,967,353,5.8283,,<1H OCEAN,274692,,362400
-117.83,33.74,23,6114,1623,4088,1521,3.0382,,<1H OCEAN,158817,,183600
-121.24,40.31,36,1597,301,632,262,3.5962,,INLAND,108854,,93600
-117.18,32.81,19,6823,1509,3784,1509,3.1032,,NEAR OCEAN,182307.01,,179500
-122.12,37.41,33,2892,617,1250,581,5.3727,,NEAR BAY,379081.08,,360900
-118.23,34.11,31,1021,191,495,191,5.5051,,<1H OCEAN,265533,,223500
-121.64,39.15,15,2659,396,1159,407,5.234,,INLAND,200825,,124900
-118.35,34.01,33,3246,601,1585,603,3.6629,,<1H OCEAN,287056.05,,353200
-122.29,37.86,50,2485,607,1354,563,1.9483,,NEAR BAY,153894,,150500
-122.3,37.51,35,2789,445,1156,404,5.4322,,NEAR OCEAN,365906.04,,391000
-122.73,38.46,14,4042,1298,2323,1158,2.0651,,<1H OCEAN,178180,,135400
-119.72,34.43,33,1028,377,753,356,2.3454,,<1H OCEAN,250004,,243800
-117.12,32.76,41,1469,421,803,395,2.1856,,NEAR OCEAN,151945,,120500
-117.95,34.08,37,1137,203,672,226,3.2969,,<1H OCEAN,182852,,189000
-122.35,40.54,17,2280,453,976,434,2.71,,INLAND,85889,,97800
-117.92,34.03,35,1341,233,898,216,4.1118,,<1H OCEAN,174809,,157300
-121.41,38.55,14,2534,705,1495,583,1.9167,,INLAND,111438,,156300
-121.05,39.21,43,1264,273,611,260,2.535,,INLAND,98082,,117100
-120.82,37.5,21,2974,495,1313,461,4.4886,,INLAND,145021,,135400
-118.2,34.08,41,1807,429,1699,424,2.2222,,<1H OCEAN,158418,,126000
-120.92,35.4,23,2059,354,636,278,3.6908,,NEAR OCEAN,272559.01,,278800
-118.01,33.86,29,2307,452,1218,402,3.4306,,<1H OCEAN,199558,,194200
-117.58,34,2,7544,1516,2801,1001,4.0037,,INLAND,135406,,245200
-115.57,32.8,33,1192,213,1066,211,4.5714,,INLAND,131978,,68600
-121.46,38.57,52,1625,419,614,383,2.0549,,INLAND,88168,,156700
-118.27,33.78,21,3354,1174,4426,1110,2.5262,,<1H OCEAN,165689,,167300
-119.03,34.22,24,3421,656,2220,645,4.7831,,<1H OCEAN,222774,,214200
-117.77,33.6,33,247,80,167,70,3.7059,,<1H OCEAN,264897.11,,237500
-118.64,34.19,30,2399,373,1062,377,6.0094,,<1H OCEAN,285530.05,,245600
-118.29,33.71,31,2809,666,1316,633,4.5606,,NEAR OCEAN,342360.15,,303800
-121.49,38.58,52,2151,664,1146,603,1.4034,,INLAND,85759,,90300
-117.12,32.96,16,3050,559,1444,512,5.2463,,<1H OCEAN,226468.01,,156300
-119.04,35.42,47,1691,402,913,358,1.8403,,INLAND,64544,,54700
-122.02,38.26,8,2894,602,1566,572,3.6335,,INLAND,145713,,131600
-119.85,36.75,24,1143,245,608,240,2.8194,,INLAND,91762,,81100
-118.28,34,42,1534,417,1295,380,2.0938,,<1H OCEAN,112764,,119200
-118.1,33.91,36,726,,490,130,3.6389,,<1H OCEAN,184427.01,,167600
-118.41,34.01,43,2000,529,1290,514,4.7031,,<1H OCEAN,367438.22,,302500
-122.03,37,30,2077,342,816,328,5.2078,,NEAR OCEAN,309422.01,,440500
